Practice_Code,EasyToGetThrough,HelpfulReception,NotUsedOnlineServices,WebsiteEasyToUse,HavePreferredGP,OftenSeePreferredGP,DidNotTryToGetInfo,OfferedChoice,InPerson,SameDay,GoodExperience,WithGP,GivingYouEnoughTime,ListeningToYou,CareAndConcern,UnderstoodMentalHealthNeeds,Involved,ConfidenceAndTrust,NeedsMet,GoodOverallExperience,Avoided,LongTermCondition,LongCovid,GoodExperienceWhenClosed,White,Aged85OrOver,Aged65OrOver,Unemployed,PermanentlySickOrDisabled,Carer,ParentOrGuardian,NeverSmoked,Heterosexual,SatisfiedOffer
C82045,0.467481486,0.856685975,0.551213449,0.81529874,0.403064529,0.274883639,0.488774595,0.530497816,0.647491828,0.607056842,0.556996704,0.550534356,0.841788037,0.884401574,0.859379875,0.799951871,0.935809972,0.949016902,0.950851861,0.721350335,0.639641581,0.642427243,0.040254032,0.60136106,0.972666297,0.033921929,0.250162527,0.030855063,0.077084984,0.210277034,0.205435421,0.592412897,0.849503037,0.82028687
C82047,0.52472692,0.806185253,0.424022696,0.6270602,0.427225352,0.231465351,0.342075732,0.524941281,0.572373998,0.40680381,0.555499133,0.396889442,0.854753652,0.915752931,0.852497854,0.669589795,0.923587876,0.952798728,0.943699722,0.703413921,0.603337998,0.694543597,0.034366262,0.469450213,0.928596303,0.019106936,0.265516673,0.038930877,0.014233529,0.191534317,0.219023969,0.622999259,0.928133872,0.73673504
C82050,0.442516832,0.812724995,0.583682713,0.662515941,0.26723036,0.156482952,0.398640251,0.641354919,0.721710279,0.526827862,0.565003169,0.468343671,0.826586295,0.801456576,0.8085578,0.750393536,0.889887744,0.928243764,0.871029088,0.679294764,0.562046112,0.596538709,0.022180238,0.577266724,0.920345593,0.041407381,0.22534291,0.102363741,0.045799027,0.173952994,0.20454189,0.541479601,0.879340925,0.809676076
C82051,0.768149114,0.906333112,0.57702546,0.818948845,0.604116888,0.648147531,0.644440046,0.661498482,0.751585948,0.304100827,0.800873887,0.61476716,0.993850139,0.979369256,0.968617774,0.982678243,1,0.983459029,1,0.938714685,0.272983452,0.593875704,0.038755033,0.680922605,0.990659053,0.054646545,0.400528783,0,0.009736096,0.224066099,0.220282445,0.640782208,0.91577134,0.837883298
C82052,0.629141228,0.811214249,0.66093834,0.528660892,0.533910557,0.579928545,0.486022466,0.50825921,0.302065961,0.395334163,0.574876919,0.48307511,0.84684729,0.863125319,0.801282745,0.767523837,0.898921679,0.937512411,0.958341524,0.734043578,0.391073478,0.661502383,0.055300944,0.605326358,0.988037157,0.036042419,0.316776705,0.030951683,0.077168763,0.229319886,0.141460996,0.57408732,0.909708107,0.725579908
C82054,0.376725278,0.885165809,0.559017054,0.573659259,0.421977831,0.154570207,0.387781526,0.443526851,0.426619655,0.511312811,0.462717084,0.598408685,0.837356242,0.853718464,0.815989563,0.826198876,0.912679649,0.925634514,0.890219979,0.678385914,0.533517044,0.662393671,0.041078422,0.570488414,0.96404382,0.025864513,0.359285253,0,0.024424496,0.238394686,0.186634631,0.566727292,0.921826947,0.73607906
C82061,0.620127745,0.856739357,0.535356491,0.744848112,0.299273391,0.297513085,0.419882247,0.549793631,0.275994214,0.504420164,0.58241101,0.66171377,0.762654823,0.790971475,0.804103109,0.890337013,0.936554379,0.920801529,0.906859608,0.746341494,0.509273998,0.592460565,0.089457021,0.613356466,0.843469825,0.021537474,0.208126206,0.044543331,0.100740143,0.151342718,0.277202794,0.581502293,0.930690177,0.744172974
C82062,0.747622299,0.913430185,0.550644865,0.815785348,0.270269229,0.515692113,0.510600939,0.574719591,0.388470949,0.574673867,0.679813316,0.472589291,0.869093886,0.923087058,0.832494284,0.91980456,0.941354248,0.961284348,0.930259708,0.783982401,0.482175048,0.563410482,0.047443596,0.618252645,0.951419195,0.034030918,0.279236235,0.026868797,0.015083127,0.18822759,0.219433765,0.577168068,0.926691835,0.801222944
C82064,0.331839523,0.900876761,0.606404485,0.718749163,0.430743469,0.28317351,0.436108562,0.625929619,0.784098316,0.364288448,0.544246142,0.58257956,0.912319453,0.924637983,0.929793128,0.888876574,0.953574782,0.979755671,0.946847563,0.74800132,0.59674397,0.578923136,0.015976683,0.707356512,0.99210024,0.023311465,0.302430929,0.058094886,0.012058373,0.244069488,0.191250337,0.689818713,0.910722262,0.76485696
C82070,0.150116006,0.820659495,0.517008339,0.542701126,0.453037506,0.295081217,0.390631851,0.653336088,0.769553521,0.551119639,0.355659063,0.605864332,0.895234136,0.870239288,0.904775312,0.789059655,0.862459863,0.921922852,0.874429292,0.696806797,0.566380658,0.62153273,0.065494592,0.45245075,0.824251103,0.025837059,0.191698707,0.110121305,0.076879715,0.165831216,0.300462665,0.52237711,0.82349896,0.774515969
C82072,0.650568498,0.898437666,0.503205314,0.680909011,0.371980877,0.245592143,0.423262888,0.48879657,0.341706591,0.507133751,0.523993453,0.392669828,0.811842125,0.805803372,0.809270896,0.831590671,0.932947148,0.923380049,0.90176558,0.73171616,0.440576753,0.738342173,0.167142667,0.589643339,0.94780932,0.034392596,0.256650089,0.022772472,0.082352525,0.254589861,0.283473125,0.483378184,0.959048812,0.719201048
C82075,0.511772101,0.901593752,0.518474657,0.761906766,0.39123285,0.287252686,0.337556982,0.570977081,0.804535578,0.382225371,0.654220818,0.553404988,0.881738719,0.955293102,0.933509607,0.96009177,0.957311853,0.982805185,0.98494004,0.820487785,0.400460832,0.614309428,0.046770184,0.521323243,1,0.034635817,0.295762904,0.005758455,0.016783383,0.271440631,0.185930054,0.57498416,0.96322797,0.785312815
C82082,0.41095831,0.772286192,0.496580529,0.592349135,0.211167905,0.071799462,0.447584034,0.565267856,0.791366155,0.34535561,0.532207755,0.484473964,0.802138759,0.815498132,0.791676557,0.736270922,0.894796096,0.915068774,0.951910075,0.644131068,0.51790924,0.672206274,0.022651869,0.631490528,0.917803718,0.038310947,0.366978688,0.005969264,0.07061933,0.173997376,0.173855327,0.479381378,0.908971894,0.689899057
C82091,0.388733797,0.757980768,0.675930977,0.519234653,0.248686351,0.226705808,0.384826048,0.633764344,0.690031641,0.263286282,0.539537916,0.568770415,0.788955905,0.809794721,0.835307221,0.801799688,0.96381442,0.976871498,0.898891989,0.668905502,0.574108568,0.620828286,0.090035055,0.502673229,0.7268578,0.035386116,0.177403027,0.064116487,0.087851961,0.184101647,0.278159068,0.43999176,0.907566838,0.741351593
C82093,0.593223606,0.84939549,0.606096603,0.53865913,0.517484288,0.417187772,0.483668622,0.646935092,0.68284479,0.520851105,0.569661899,0.588876738,0.883968513,0.885949025,0.882244238,0.818328416,0.934283145,0.955967485,0.943741189,0.828494849,0.429548893,0.670396466,0.080014907,0.305729022,0.985761976,0.025165301,0.275259158,0.012275251,0.040472403,0.188609493,0.212649566,0.611819972,0.959963072,0.741702038
C82095,0.243616206,0.724362341,0.725530926,0.401611103,0.388189846,0.368237744,0.450661485,0.417196033,0.583512254,0.382075037,0.396691929,0.495038076,0.857626961,0.869030638,0.860050428,0.834770539,0.957934871,0.97732622,0.931828285,0.612368234,0.561164363,0.497363556,0.021042239,0.389573295,0.952904838,0.048112939,0.236342132,0.025619275,0.03922722,0.259327229,0.232335508,0.501417184,0.979829711,0.686940625
C82096,0.403063314,0.810806406,0.541517668,0.649889245,0.244341605,0.147751013,0.319170584,0.477094819,0.398970589,0.28159583,0.470118437,0.453869583,0.796901209,0.834931743,0.858847172,0.751577685,0.890502365,0.952529962,0.933685127,0.657359239,0.589210322,0.577158108,0.049421741,0.480212258,0.911706825,0.028103752,0.197378981,0.024168089,0.047629845,0.288012211,0.318522118,0.606818132,0.933112252,0.588934757
C82097,0.818538406,0.905236332,0.609228261,0.894446868,0.293701992,0.790549063,0.423594548,0.847417373,0.649136969,0.088561302,0.834205536,0.558112289,0.942455971,0.928119286,0.921775158,0.966701963,0.986437471,0.980805267,0.977421326,0.876459283,0.267059623,0.52932406,0.031930996,0.647300564,0.784334647,0.024485603,0.232178907,0.02294105,0.012983688,0.21834329,0.222195838,0.671099725,0.932006737,0.918584349
C82103,0.15544683,0.680645687,0.510028961,0.332498571,0.245485872,0.144252019,0.324577105,0.354857545,0.717576,0.347156652,0.256142782,0.53522284,0.738023136,0.715716024,0.697027287,0.639323585,0.836098866,0.877715767,0.867079881,0.438153383,0.769004214,0.616853115,0.073067832,0.359053568,0.842508243,0.017384187,0.228109205,0.007313686,0.027205801,0.249676476,0.297779446,0.594497753,0.88051602,0.725299423
C82120,0.570450717,0.915946886,0.648807672,0.805040592,0.373154121,0.432057684,0.551976769,0.666149665,0.805730494,0.400687813,0.536765239,0.302113645,0.84541738,0.844235836,0.846173393,0.791317173,0.932227256,0.951838642,0.961613994,0.768699423,0.409578241,0.688466897,0.01801714,0.778859536,0.962818687,0.020343158,0.348983392,0.034803407,0.02783809,0.259205945,0.198921115,0.560909756,0.903773747,0.849773465
C82121,0.38861326,0.885586503,0.498300156,0.752769889,0.384984938,0.140246212,0.420896927,0.687922553,0.881257093,0.447804026,0.634579461,0.628322469,0.820461369,0.824267937,0.8685509,0.748308333,0.899035912,0.977483764,0.947651637,0.771536991,0.434337888,0.604343262,0.055854404,0.460042939,0.91840682,0.023688034,0.275724179,0.0757896,0.051470971,0.284071902,0.220290979,0.63646498,0.890948663,0.81393888
C82600,0.948855999,0.972181503,0.670359352,0.957760893,0.319372064,0.618168266,0.516763121,0.710575007,0.60103961,0.751027536,0.874802068,0.603740557,0.932804619,0.932645564,0.963483322,0.95797985,0.962464004,0.973700818,0.968590727,0.961042349,0.3057471,0.542117808,0.068128727,0.633496967,0.991756906,0.019585565,0.221622383,0.057138425,0.01291267,0.162213108,0.326452119,0.59701834,0.906434158,0.974787236
C82627,0.68814953,0.854283397,0.675598649,0.714938423,0.418110834,0.278871842,0.329769829,0.685274836,0.642076808,0.555888929,0.616268327,0.645327811,0.768907927,0.763377748,0.792838847,0.763398522,0.911998507,0.943404466,0.912555602,0.839917386,0.525162707,0.50458125,0.089242009,0.513475003,0.367272148,0.026197402,0.210336113,0.044792052,0.061985478,0.234214306,0.290463852,0.760732927,0.856264214,0.714189319
C82628,0.695538787,0.842828643,0.610838983,0.587918727,0.439843072,0.370047742,0.378285561,0.640417338,0.399124098,0.512988925,0.72392995,0.508028009,0.847935331,0.845619386,0.804197128,0.752659494,0.912792198,0.917287874,0.93017422,0.717662898,0.439606292,0.56767573,0.01434694,0.368842529,0.905385805,0.047391769,0.409166002,0.037728708,0.008988641,0.130029309,0.311368936,0.730970521,0.909082173,0.779377636
C82634,0.871117648,0.852479762,0.471351683,0.765800791,0.414604238,0.468409129,0.387832221,0.673327345,0.764794565,0.287041748,0.695609118,0.55766468,0.90329728,0.899175724,0.860617612,0.899185897,0.957737968,0.954553133,0.953828209,0.778710571,0.41453504,0.610786755,0.017690074,0.503386537,0.960858814,0.031897742,0.237393983,0.086337828,0.033233934,0.157482107,0.169008014,0.51122324,0.854800295,0.739655533
C82644,0.657344705,0.916188731,0.619123682,0.732450418,0.42928907,0.698492193,0.375974614,0.591096607,0.457106104,0.524778077,0.705389824,0.465330232,0.89263269,0.922671836,0.929808203,0.950886368,0.993073916,0.98790206,0.962382059,0.857781635,0.518106434,0.4569088,0.046173661,0.644795244,0.951180446,0.027270828,0.195108475,0.029697527,0.042179595,0.203282616,0.299199302,0.613930349,0.961241038,0.769312712
C82650,0.718810342,0.978284317,0.654488533,0.799823708,0.626203806,0.392656097,0.360045509,0.743161709,0.818664522,0.610657562,0.813664821,0.707511232,0.907189491,0.890444682,0.860657007,0.792953236,0.918361887,0.929684592,0.9382333,0.904379995,0.351131996,0.447995327,0.031379393,0.593751274,0.958222556,0.019284649,0.296992212,0,0.042801083,0.277704057,0.262618057,0.675522439,0.897913115,0.81152533
C82656,0.416287076,0.888997398,0.548749897,0.609955521,0.482066295,0.232617727,0.389071611,0.503844506,0.571393566,0.631438506,0.430748171,0.681932245,0.829308419,0.825054448,0.744239449,0.746849053,0.845096928,0.869423814,0.875953918,0.633032486,0.552539678,0.660809111,0.051250441,0.374649268,0.962332613,0.023292185,0.259713579,0.030657309,0.101181162,0.259186979,0.229191445,0.521301872,0.866691682,0.839756728
C82678,0.113726242,0.556835751,0.500384274,0.334275932,0.31526971,0.067398326,0.163637604,0.34685329,0.308823772,0.239711246,0.172312682,0.620394856,0.690311911,0.654295968,0.602780175,0.619895266,0.755894359,0.840796526,0.888746182,0.334386326,0.655753775,0.591983471,0.041233242,0.478571099,0.445129792,0.027426149,0.227211546,0.017409866,0.050821866,0.175341983,0.331341958,0.815217219,0.817224221,0.519682881
Y00252,0.966332652,0.975141072,0.572990503,0.863739715,0.655730902,0.77599955,0.524221738,0.73472797,0.609405156,0.627482328,0.930067268,0.643315222,0.948831823,0.957979216,0.988809124,0.954757515,0.993030699,0.99507766,1,0.954750118,0.193138028,0.547507278,0.044652404,0.46530353,0.97110385,0.034240974,0.286310155,0.019179806,0,0.244302799,0.249768627,0.722651535,0.929802508,0.980318798
M83001,0.24559219,0.767038406,0.663900297,0.516937326,0.235862195,0.168996378,0.34544675,0.654487354,0.675131909,0.242108717,0.433551663,0.581242427,0.816521997,0.850282248,0.802272616,0.885946993,0.927046465,0.935928953,0.930626139,0.646369035,0.551790744,0.611889948,0.03348094,0.600404533,0.979112514,0.023591032,0.267870723,0.053302044,0.041403151,0.23003288,0.208775627,0.60440062,0.938480833,0.650489551
M83016,0.549574201,0.830006441,0.536136871,0.540653384,0.3674308,0.541111216,0.405778611,0.619771744,0.649055247,0.382378227,0.675900028,0.526517655,0.901446313,0.896291258,0.914426865,0.89166659,0.90677799,0.955677928,0.957147502,0.763239366,0.389989365,0.671021084,0.035633489,0.357040623,0.95024621,0.029838879,0.381085787,0.018477361,0.043781224,0.264419062,0.164125161,0.558651746,0.98318289,0.778967447
M83033,0.21247517,0.651388054,0.679579982,0.409634075,0.212487116,0.087083147,0.295640061,0.304529421,0.721563903,0.3047645,0.296235927,0.469612814,0.731043216,0.670401706,0.652156548,0.62585946,0.746912364,0.812030772,0.837479829,0.460383961,0.614422504,0.575879361,0.032281199,0.25527319,0.978723435,0.00980883,0.197735497,0.033056291,0.064801932,0.178480425,0.360430605,0.610437615,0.893594772,0.633944997
M83048,0.422366033,0.828142274,0.699071667,0.464907655,0.221245813,0.407529701,0.372783111,0.566196099,0.625244164,0.535537653,0.496588289,0.498417596,0.724099887,0.751939934,0.735759382,0.705337742,0.885905107,0.858114727,0.880271163,0.66120177,0.668974235,0.614530318,0.006175348,0.342909718,0.987102201,0.019208522,0.243579614,0.007339828,0.087524918,0.214037783,0.186833575,0.620525436,0.927689238,0.814107812
M83063,0.623522971,0.905447389,0.656419495,0.472900669,0.466917058,0.578508612,0.531171873,0.695913276,0.749259258,0.517648426,0.686818947,0.709756236,0.91422517,0.929215027,0.882979319,0.917331223,0.94825635,0.977763165,0.947929005,0.824723906,0.502676581,0.626029659,0.084418099,0.234081245,0.967697423,0.028637938,0.233185615,0.067558101,0.029507045,0.227727061,0.285310464,0.587990687,0.902796063,0.854029688
M83107,0.271733496,0.799140473,0.598770258,0.597605874,0.28707436,0.24869208,0.397173357,0.639461884,0.728980553,0.433026762,0.578437226,0.549197224,0.837289449,0.847105926,0.818626448,0.77907794,0.941328894,0.946052728,0.921993157,0.659098519,0.417134283,0.655936394,0.027688672,0.338070957,0.971825138,0.019779526,0.261384997,0.02716489,0.041791097,0.193866081,0.130262087,0.646162405,0.912171427,0.774230163
M83109,0.744900471,0.825386057,0.623860371,0.690977354,0.440376173,0.488857309,0.435438885,0.510884445,0.538238778,0.327373051,0.639877214,0.661616995,0.816368744,0.834481921,0.783040802,0.790640591,0.813069898,0.897567682,0.891924806,0.731688219,0.489782394,0.513054392,0.065555111,0.392532357,0.971397368,0.037730836,0.296854553,0.023477524,0.063001403,0.227202911,0.23522933,0.570543574,0.889337756,0.635390035
M83129,0.327827416,0.645610531,0.584356439,0.526375412,0.263997224,0.10702355,0.346783683,0.416587771,0.773029769,0.271059043,0.362935869,0.555209896,0.753712645,0.77199365,0.701142578,0.673811569,0.860983728,0.85030265,0.844612937,0.566866372,0.557606189,0.584822362,0.055523928,0.338007597,0.964465563,0.020402753,0.189407742,0.022740173,0.067022489,0.142606345,0.219443246,0.601969408,0.902281102,0.614156084
M83130,0.35123607,0.895498905,0.581577588,0.598768338,0.457511448,0.382746823,0.472023923,0.723619993,0.807684229,0.372572011,0.530881709,0.675622518,0.875177922,0.90464388,0.920936938,0.878099949,0.971746408,0.959970116,0.949040352,0.789510278,0.441405089,0.647228403,0.059568269,0.547422478,0.981973787,0.050328703,0.352838651,0.059274935,0.033022425,0.265212495,0.203364694,0.523558556,0.98141506,0.765745907
M83139,0.669305652,0.911958174,0.557301995,0.753784756,0.582156004,0.540644398,0.528920565,0.645317495,0.900624146,0.399755297,0.720235447,0.648768291,0.927294119,0.916085267,0.886040358,0.832872246,0.943882637,0.951123155,0.977910992,0.853853604,0.429042975,0.647497244,0.04327105,0.567725113,0.991354766,0.009931176,0.210234573,0.045978181,0.056104382,0.225803686,0.13832192,0.584042535,0.88472653,0.773011147
M83608,0.750803103,0.849736339,0.624806337,0.414640375,0.509947196,0.423932499,0.527846624,0.658874431,0.881998475,0.339316748,0.758664478,0.472442225,0.914269259,0.881526162,0.818806654,0.793767734,0.884906709,0.914734749,0.926833954,0.753144836,0.507613297,0.687427423,0.073398152,0.420720101,0.994512389,0.035579485,0.370973869,0.026250671,0.040786267,0.278226559,0.229850365,0.595634706,0.938822081,0.833384177
M83616,0.481327005,0.795127763,0.520019913,0.584384841,0.342281707,0.363924978,0.36137709,0.673674379,0.407370677,0.48858148,0.518340215,0.301212593,0.784069265,0.777546242,0.755635964,0.731980705,0.847324214,0.918501558,0.873549218,0.665585139,0.501266858,0.686031989,0.09261606,0.415873006,0.972597575,0.022074386,0.269110808,0.006266164,0.131657555,0.269017001,0.194033983,0.560363554,0.906255545,0.75775711
M83637,0.585981692,0.847945797,0.672596089,0.591115709,0.298417243,0.398601116,0.371608054,0.486654258,0.489005766,0.481079635,0.543771982,0.489476798,0.764263268,0.773798546,0.782235681,0.74992164,0.853029742,0.841136789,0.912387088,0.669729626,0.535070234,0.570914279,0.031937602,0.436310076,0.955475753,0.028517514,0.240375637,0.150121273,0.063452478,0.176999715,0.261849429,0.481171741,0.845942921,0.690768742
M83638,0.581394216,0.82140924,0.594304975,0.726374413,0.428370385,0.243151232,0.41850076,0.634308458,0.839597365,0.208721978,0.598189591,0.590808959,0.899927551,0.908665392,0.866588538,0.869863442,0.924786822,0.974457899,0.96979472,0.832448406,0.48620496,0.680412302,0.078386908,0.62186563,0.990148456,0.031763616,0.218155769,0.018494712,0.145591492,0.224515244,0.186514215,0.550886293,0.935242162,0.718338239
M83698,0.381037336,0.643086841,0.596151479,0.68696988,0.388978895,0.328159663,0.279478567,0.469549663,0.494024429,0.20573956,0.360632781,0.573631021,0.74778087,0.738960605,0.714463383,0.798496615,0.934131132,0.94760236,0.888857307,0.530955472,0.612629203,0.646532342,0.060317401,0.492873677,0.967195271,0.03059191,0.289954733,0,0.0622833,0.269277785,0.19734358,0.587070362,0.948921569,0.498214104
M83703,0.766043432,0.943628751,0.6098148,0.711307323,0.562531205,0.338249166,0.43908182,0.689740828,0.629956755,0.466242938,0.748848947,0.547412701,0.924721153,0.920594068,0.914673255,0.901017508,0.954895276,0.976792291,0.943185964,0.909807184,0.423570123,0.597900536,0.070974366,0.825485759,0.956737745,0.016835763,0.262547682,0.044269163,0.029569443,0.301921274,0.250776343,0.544005065,0.895290609,0.871957399
M83717,0.725024175,0.921022505,0.730754141,0.667276184,0.603823191,0.634336059,0.408552012,0.763274628,0.797132859,0.524053124,0.7475535,0.76144589,0.879150191,0.887343688,0.876186553,0.939766914,0.934265801,0.969988705,0.953224817,0.851856381,0.427429065,0.605707725,0.069219401,0.339086232,0.955524689,0.006421966,0.257019768,0.042717001,0.051061315,0.213403878,0.124332779,0.627198195,0.962556236,0.851519917
M83719,0.741905501,0.824958963,0.607959151,0.708844577,0.470531151,0.513110815,0.430094172,0.534832875,0.58950185,0.306215744,0.573855264,0.547776152,0.748355113,0.801015837,0.759823459,0.873489516,0.921039287,0.921028951,0.894254227,0.69644626,0.380087826,0.516645644,0.042966492,0.215761947,1,0.012176351,0.218903994,0.02885046,0.028846828,0.196588098,0.226473512,0.605017373,0.95690166,0.64476943
M83727,0.549297389,0.817389915,0.676071073,0.640403444,0.491275062,0.510768226,0.469976109,0.65596145,0.882804583,0.141736169,0.541252641,0.739182321,0.926906125,0.880658617,0.910903372,0.918220996,0.960153864,0.986559974,0.928031714,0.741815935,0.480008509,0.591762215,0.060588388,0.243013975,0.975786719,0.056294723,0.307416325,0.054685765,0.019344331,0.285244978,0.298080923,0.580195309,0.965549254,0.752402805
M83738,0.78519672,0.965976615,0.633560609,0.80033549,0.452851081,0.284677946,0.415448115,0.641001874,0.836599182,0.536700543,0.831408771,0.657007025,0.925021906,0.973475551,0.956494102,0.950645166,0.984226804,0.989118493,0.968048625,0.949048376,0.393761923,0.588574566,0.056661505,0.70368447,0.967720003,0.035251594,0.280714206,0.062126406,0.020133305,0.208916776,0.268550852,0.596498389,0.878331188,0.848778427
Y02354,0.110984628,0.799374193,0.619378756,0.436654668,0.313607024,0.078501922,0.486356317,0.409185136,0.680443994,0.204910855,0.355193403,0.468607825,0.68525549,0.72484153,0.683420051,0.74286609,0.857474808,0.863258903,0.823551864,0.518473481,0.594529296,0.597462812,0.037171459,0.46726902,0.958151167,0.026207237,0.270543776,0,0.062696256,0.275499251,0.28997562,0.637507235,0.952662832,0.462383435
Y02594,0.324461485,0.772755624,0.761485085,0.630702669,0.378522689,0.120622562,0.354889914,0.562011924,0.730397413,0.378449361,0.45617353,0.571857346,0.836159662,0.822067634,0.827221923,0.907114668,0.893543135,0.949635238,0.947255699,0.575055401,0.600208691,0.529090357,0.038515195,0.353110817,0.96997239,0.05113779,0.314939508,0.030890564,0.02427124,0.245959258,0.214150362,0.571986836,0.977881104,0.65900772
C81018,0.478033814,0.842503706,0.669675988,0.628467591,0.480090966,0.266891591,0.347408461,0.563502027,0.605038564,0.355118502,0.525939965,0.652281117,0.853954177,0.846293086,0.795883739,0.91288668,0.862849668,0.923959513,0.910061779,0.634784078,0.588115667,0.55091947,0.077038346,0.252866906,0.9901616,0.042167128,0.320539802,0.008637997,0.025909553,0.173276239,0.21421947,0.560071727,0.949945672,0.651847492
M83010,0.12237039,0.517940509,0.752764754,0.320029146,0.315745999,0.064749917,0.259030869,0.38284429,0.753651789,0.411191013,0.276761813,0.48328305,0.666248391,0.732078443,0.657643208,0.530678722,0.8469091,0.883627919,0.853648912,0.401191829,0.602174194,0.364542975,0.013834631,0.326955401,0.606497691,0.019714908,0.131535411,0.012624619,0.028998863,0.165199723,0.340918554,0.496966946,0.868747595,0.773077023
M83013,0.785742455,0.852322358,0.516042952,0.71768665,0.389117637,0.348799495,0.453535489,0.656191855,0.877270942,0.301117157,0.706356959,0.668568901,0.797469111,0.763279715,0.797334651,0.702787085,0.896964614,0.905335617,0.959643016,0.693440789,0.348236525,0.522103912,0.024181548,0.535236837,1,0.059372449,0.390627981,0,0.035842162,0.219945034,0.218980817,0.600788329,0.913719128,0.749313537
M83026,0.057072242,0.621504849,0.551048329,0.418033542,0.332243585,0.159618424,0.307988486,0.390971418,0.47941224,0.450093059,0.215127544,0.748055332,0.618768552,0.653374229,0.672352869,0.58272932,0.837036858,0.850493373,0.871878829,0.436859414,0.619351728,0.581835321,0.078856399,0.447092069,0.79652912,0.014368857,0.178171864,0.036415439,0.065612841,0.271076394,0.269547912,0.561730196,0.834132679,0.5670587
M83035,0.543565247,0.868243238,0.571905696,0.767320811,0.310894275,0.145901127,0.386598185,0.457515849,0.542235784,0.389768195,0.450364163,0.656874207,0.889725066,0.861812388,0.865368128,0.763557165,0.915770665,0.975204088,0.922897144,0.758123086,0.472869933,0.566431971,0.051282397,0.166256277,0.951849804,0.02593596,0.296778591,0.091000933,0,0.196925899,0.150708181,0.615204329,0.90475233,0.687644543
M83037,0.14647297,0.76503662,0.547366839,0.513647001,0.305382433,0.190440768,0.27443688,0.298954074,0.507394323,0.620429368,0.336813268,0.751459629,0.862510437,0.82733609,0.829430014,0.779958732,0.924358921,0.932498907,0.954024343,0.656574492,0.742965718,0.502931345,0.048943377,0.57000322,0.977269229,0.028413851,0.23020593,0.00768848,0.005273561,0.120214214,0.276438047,0.619426689,0.906148304,0.708466052
M83042,0.335284716,0.714625921,0.544370742,0.649275778,0.425065939,0.264798468,0.334478987,0.471969584,0.512927954,0.434942882,0.345923672,0.646698696,0.802545286,0.8330187,0.85057497,0.902662402,0.872445752,0.90581866,0.918129526,0.761512172,0.637552153,0.580802994,0.020888902,0.388397101,1,0.018426539,0.255247175,0.005212618,0.03502016,0.200018903,0.193383372,0.648916014,0.869561925,0.623557365
M83051,0.243178301,0.756904733,0.646213947,0.499381592,0.382660765,0.369671435,0.302589822,0.455029188,0.489826499,0.430579256,0.40150834,0.549342777,0.806394386,0.810649783,0.780482758,0.785403497,0.852881289,0.928263725,0.906309886,0.623359381,0.655047783,0.691374161,0.033266828,0.315920439,0.949000986,0.029870136,0.28240054,0.00727422,0.041250134,0.267779096,0.155334151,0.476819825,0.897828755,0.654331954
M83059,0.955224412,0.982337817,0.574516175,0.867262383,0.470005449,0.758243166,0.570080954,0.886662961,0.690144374,0.577561752,0.902628668,0.691553614,0.98697723,0.980677444,0.978161909,0.953181058,0.987702323,0.951353399,0.969172908,0.935237648,0.138618274,0.548374298,0.011686738,0.278335739,0.989057776,0.043997632,0.34699858,0.007725495,0.024534496,0.18421169,0.143227131,0.590005946,0.952025346,0.941138386
M83065,0.72253762,0.87279378,0.673027779,0.794372625,0.420771737,0.29955089,0.408864705,0.483222242,0.667736795,0.494181862,0.708921797,0.701794074,0.850863422,0.849788415,0.860601074,0.739796531,0.916715297,0.920193248,0.916566338,0.710959683,0.426314542,0.50565013,0.044904096,0.484074293,0.952298259,0.017831577,0.268767984,0.032670296,0.017768261,0.183845723,0.212379228,0.6707503,0.884918999,0.797363812
M83073,0.197674197,0.716969342,0.711871737,0.471220831,0.27969878,0.121976369,0.359319107,0.541669865,0.498963111,0.502689562,0.354694164,0.680330633,0.706387407,0.747540484,0.707499069,0.719334435,0.856028077,0.887091134,0.902714902,0.547927125,0.697971732,0.570295365,0.074016328,0.333587398,0.976011751,0.015889013,0.167860639,0.046202657,0.045228638,0.217315719,0.242179315,0.51806846,0.975216133,0.534839615
M83074,0.92505976,0.983353788,0.555558204,0.799410757,0.694933684,0.803672668,0.349544593,0.751947186,0.888681106,0.371523522,0.795707683,0.711935957,0.907925104,0.911825321,0.928966738,0.917469033,0.923379251,0.949173919,0.953018363,0.914099497,0.379473118,0.436973125,0.01030619,0.665362717,0.993403645,0.011307348,0.227175509,0.006223017,0.034406244,0.159813791,0.22350814,0.655930473,0.925885958,0.882419217
M83641,0.914149637,0.94062344,0.476003165,0.695629879,0.575652324,0.450432057,0.472522671,0.610300392,0.345667405,0.745354368,0.698546664,0.556489987,0.822394621,0.843768174,0.799558438,0.83474599,0.918168748,0.961468135,0.92568448,0.701538333,0.437257808,0.635335312,0.065006034,0.638694423,0.987706438,0.012006974,0.251956339,0.008843334,0.048010005,0.142216051,0.228598792,0.516792693,0.971917253,0.749624813
M83680,0.967415338,0.936438371,0.603199027,0.876401049,0.593194417,0.760591199,0.463670844,0.73170554,0.59460508,0.556617037,0.916048498,0.565947098,0.957150983,0.96229098,0.956186333,0.930446992,0.954756411,0.992879898,0.98101664,0.925029798,0.352504859,0.552390599,0.068056371,0.559892117,0.994018805,0.033422104,0.269093999,0.023216073,0.07607674,0.151390581,0.351176904,0.610929464,0.935398023,0.926020263
